,pattern,sup
172,"['get', 'keithharing', 'mickeymouse']",9.60550528800017e-07
173,"['get', 'keithharing', 'swatchlovesart']",9.60550528800017e-07
174,"['get', 'mickeymouse']",2.5602654483216818e-05
175,"['get', 'mickeymouse', 'swatchlovesart']",1.130059445647079e-06
176,['building'],0.02074688796680498
177,"['building', 'set']",2.1762256310734297e-05
178,"['building', 'build']",1.536159268993009e-05
179,"['building', 'legobuildday']",2.3042389034895136e-05
180,"['building', 'instructions']",2.3042389034895136e-05
181,['halloween'],0.008114338404794837
182,['rebuildtheworld'],0.005532503457814661
183,['nous'],0.0015675426463808207
184,['la'],0.0012909174734900876
185,['de'],0.00396496081143384
186,"['de', 'de']",1.536159268993009e-05
187,"['de', 'vous']",1.6641725414090934e-05
188,['fans'],0.010696173351775012
189,"['fans', 'us']",3.072318537986018e-05
190,['et'],0.003503918856615952
191,['c'],0.0030428769017980637
192,['est'],0.0034117104656523744
193,['lego'],0.019640387275242047
194,"['lego', 'brick']",1.536159268993009e-05
195,"['lego', 'lego']",2.688278720737766e-05
196,"['lego', 'contest']",1.536159268993009e-05
197,"['lego', 'ideas']",3.712384900066439e-05
198,"['lego', 'set']",2.9443052655699343e-05
199,"['lego', 'sets']",1.6641725414090934e-05
200,"['lego', 'one']",1.6641725414090934e-05
201,"['lego', 'bricks']",2.8162919931538503e-05
202,"['lego', 'today']",1.7921858138251773e-05
203,"['lego', 'legoideas']",3.840398172482523e-05
204,"['lego', 'view']",1.536159268993009e-05
205,"['lego', 'full']",2.5602654483216818e-05
206,"['lego', 'pick']",1.7921858138251773e-05
207,"['lego', 'check']",2.0482123586573455e-05
208,['test'],0.0033195020746887966
209,['sur'],0.003227293683725219
210,['plus'],0.005809128630705394
211,"['plus', 'get']",2.0482123586573455e-05
212,"['plus', 'shipping']",1.536159268993009e-05
213,"['plus', 'shipping', 'get']",6.780356673882473e-07
214,['info'],0.008667588750576303
215,['sounds'],0.007376671277086215
216,"['sounds', 'like']",7.552783072548962e-05
217,['like'],0.041862609497464266
218,"['like', 'fun']",1.9201990862412615e-05
219,"['like', 'get']",3.4563583552342706e-05
220,"['like', 'lego']",1.7921858138251773e-05
221,"['like', 'builder']",1.536159268993009e-05
222,"['like', 'luck']",1.536159268993009e-05
223,"['like', 'right']",1.6641725414090934e-05
224,"['like', 'happy']",2.9443052655699343e-05
225,"['like', 'time']",2.0482123586573455e-05
226,"['like', 'highlight']",1.6641725414090934e-05
227,"['like', 'new']",2.3042389034895136e-05
228,"['like', 'us']",9.344968886374139e-05
229,"['like', 'us', 'get']",6.780356673882473e-07
230,"['like', 'us', 'look']",7.345386396706013e-07
231,"['like', 'please']",4.4804645345629434e-05
232,"['like', 'please', 'us']",1.1865624179294327e-06
233,"['like', 'please', 'dm']",7.345386396706013e-07
234,"['like', 'look']",2.0482123586573455e-05
235,"['like', 'great']",1.9201990862412615e-05
236,"['like', 'one']",3.4563583552342706e-05
237,"['like', 'master']",1.536159268993009e-05
238,"['like', 'build']",1.9201990862412615e-05
239,"['like', 'sure']",1.9201990862412615e-05
240,"['like', 'help']",2.688278720737766e-05
241,"['like', 'send']",2.688278720737766e-05
242,"['like', 'send', 'us']",7.910416119529551e-07
243,"['like', 'see']",2.0482123586573455e-05
244,"['like', 'take']",2.5602654483216818e-05
245,"['like', 'super']",3.4563583552342706e-05
246,"['like', 'super', 'super']",8.475445842353091e-07
247,"['like', 'super', 'mario']",1.073556473364725e-06
248,"['like', 'super', 'today']",8.475445842353091e-07
249,"['like', 'super', 'draw']",8.475445842353091e-07
250,"['like', 'mario']",2.5602654483216818e-05
251,"['like', 'mario', 'super']",1.017053501082371e-06
252,"['like', 'mario', 'mario']",1.017053501082371e-06
253,"['like', 'mario', 'today']",8.475445842353091e-07
254,"['like', 'mario', 'draw']",8.475445842353091e-07
255,"['like', 'try']",2.5602654483216818e-05
256,"['like', 'try', 'luck']",6.780356673882473e-07
257,"['like', 'world']",2.8162919931538503e-05
258,"['like', 'team']",2.688278720737766e-05
259,"['like', 'today']",3.712384900066439e-05
260,"['like', 'today', 'try']",8.475445842353091e-07
261,"['like', 'today', 'draw']",9.040475565176631e-07
262,"['like', 'today', 'luck']",6.780356673882473e-07
263,"['like', 'next']",1.536159268993009e-05
264,"['like', 'hear']",1.9201990862412615e-05
265,"['like', 'day']",1.9201990862412615e-05
266,"['like', 'details']",1.536159268993009e-05
267,"['like', 'number']",1.536159268993009e-05
268,"['like', 'check']",2.0482123586573455e-05
269,"['like', 'order']",2.0482123586573455e-05
270,"['like', 'grabs']",1.6641725414090934e-05
271,"['like', 'grabs', 'today']",6.780356673882473e-07
272,"['like', 'grabs', 'draw']",6.780356673882473e-07
273,"['like', 'back']",1.6641725414090934e-05
274,"['like', 'let']",1.6641725414090934e-05
275,"['like', 'dm']",2.432252175905598e-05
276,"['like', 'watch']",1.536159268993009e-05
277,"['like', 'amp']",1.536159268993009e-05
278,"['like', 'draw']",2.0482123586573455e-05
279,"['like', 'draw', 'try']",6.780356673882473e-07
280,"['like', 'draw', 'luck']",6.780356673882473e-07
281,"['like', 'ready']",1.7921858138251773e-05
282,"['like', 'legobuildday']",1.6641725414090934e-05
283,"['like', 'support']",2.0482123586573455e-05
284,['perfect'],0.010603964960811434
285,['fit'],0.002674043337943753
286,['young'],0.0021207929921622866
287,['builder'],0.0034117104656523744
288,['bit'],0.006177962194559705
289,"['bit', 'get']",2.432252175905598e-05
290,"['bit', 'get', 'us']",6.780356673882473e-07
291,"['bit', 'us']",3.840398172482523e-05
292,"['bit', 'help']",1.9201990862412615e-05
293,"['bit', 'longer']",4.4804645345629434e-05
294,"['bit', 'longer', 'get']",9.60550528800017e-07
295,"['bit', 'longer', 'us']",1.5255802516235563e-06
296,"['bit', 'longer', 'help']",7.345386396706013e-07
297,"['bit', 'longer', 'call']",1.2430653902117866e-06
298,"['bit', 'longer', 'order']",6.780356673882473e-07
299,"['bit', 'call']",2.9443052655699343e-05
300,"['bit', 'order']",1.536159268993009e-05
301,['course'],0.005440295066851083
302,"['course', 'get']",1.536159268993009e-05
303,['way'],0.028492392807745504
304,"['way', 'get']",2.432252175905598e-05
305,"['way', 'time']",1.7921858138251773e-05
306,"['way', 'new']",1.536159268993009e-05
307,"['way', 'set']",1.536159268993009e-05
308,"['way', 'possible']",2.688278720737766e-05
309,"['way', 'us']",3.5843716276503546e-05
310,"['way', 'help']",1.536159268993009e-05
311,"['way', 'team']",1.6641725414090934e-05
312,"['way', 'soon']",3.200331810402103e-05
313,"['way', 'soon', 'possible']",1.073556473364725e-06
314,"['way', 'order']",1.7921858138251773e-05
315,"['way', 'back']",1.6641725414090934e-05
316,"['way', 'nintendoswitch']",2.8162919931538503e-05
317,['start'],0.011341632088520055
318,['weekend'],0.005348086675887506
319,['child'],0.0022130013831258644
320,['available'],0.05172890733056708
321,"['available', 'get']",6.528676893220289e-05
322,"['available', 'also']",1.7921858138251773e-05
323,"['available', 'plus']",2.3042389034895136e-05
324,"['available', 'plus', 'get']",6.780356673882473e-07
325,"['available', 'available']",3.072318537986018e-05
326,"['available', 'purchase']",3.968411444898607e-05
327,"['available', 'new']",2.1762256310734297e-05
328,"['available', 'know']",2.0482123586573455e-05
329,"['available', 'set']",1.536159268993009e-05
330,"['available', 'quickly']",2.5602654483216818e-05
331,"['available', 'stock']",4.864504351811196e-05
332,"['available', 'us']",3.712384900066439e-05
333,"['available', 'us', 'know']",6.780356673882473e-07
334,"['available', 'one']",1.6641725414090934e-05
335,"['available', 'help']",1.6641725414090934e-05
336,"['available', 'website']",2.1762256310734297e-05
337,"['available', 'super']",1.6641725414090934e-05
338,"['available', 'update']",2.3042389034895136e-05
339,"['available', 'january']",1.6641725414090934e-05
340,"['available', 'team']",2.688278720737766e-05
341,"['available', 'today']",3.072318537986018e-05
342,"['available', 'thanks']",4.864504351811196e-05
343,"['available', 'check']",1.6641725414090934e-05
344,"['available', 'order']",2.8162919931538503e-05
345,"['available', 'free']",1.7921858138251773e-05
346,"['available', 'let']",2.8162919931538503e-05
347,"['available', 'let', 'us']",6.780356673882473e-07
348,"['available', 'let', 'know']",8.475445842353091e-07
349,"['available', 'retailers']",2.0482123586573455e-05
350,"['available', 'find']",1.7921858138251773e-05
351,"['available', 'eshop']",2.1762256310734297e-05
352,"['available', 'buy']",1.6641725414090934e-05
