,pattern,sup
180,"['best', 'help']",1.88741921845745e-05
181,"['best', 'simon']",1.50993537476596e-05
182,"['best', 'way']",1.88741921845745e-05
183,['wishes'],0.0038689496213368457
184,"['wishes', 'simon']",1.50993537476596e-05
185,['steve'],0.008231807704972012
186,['hello'],0.012347711557458018
187,"['hello', 'team']",1.50993537476596e-05
188,"['hello', 'sorry']",4.52980612429788e-05
189,"['hello', 'sorry', 'clare']",7.624899281434575e-07
190,"['hello', 'sorry', 'please']",1.1691512231533015e-06
191,"['hello', 'sorry', 'thanks']",7.11657266267227e-07
192,"['hello', 'sorry', 'dm']",8.641552518959185e-07
193,"['hello', 'sorry', 'hear']",1.219983885029532e-06
194,"['hello', 'please']",7.92716071752129e-05
195,"['hello', 'please', 'clare']",7.624899281434575e-07
196,"['hello', 'please', 'us']",1.6774778419156064e-06
197,"['hello', 'please', 'number']",1.01665323752461e-06
198,"['hello', 'please', 'email']",7.624899281434575e-07
199,"['hello', 'please', 'address']",9.14987913772149e-07
200,"['hello', 'please', 'thanks']",9.658205756483795e-07
201,"['hello', 'please', 'dm']",1.9824738131729894e-06
202,"['hello', 'please', 'look']",1.01665323752461e-06
203,"['hello', 'please', 'send']",7.11657266267227e-07
204,"['hello', 'please', 'full']",9.14987913772149e-07
205,"['hello', 'please', 'name']",9.14987913772149e-07
206,"['hello', 'let']",1.50993537476596e-05
207,"['hello', 'us']",6.03974149906384e-05
208,"['hello', 'us', 'number']",7.11657266267227e-07
209,"['hello', 'us', 'look']",8.641552518959185e-07
210,"['hello', 'us', 'name']",6.09991942514766e-07
211,"['hello', 'order']",2.7682148537375935e-05
212,"['hello', 'order', 'number']",8.13322590019688e-07
213,"['hello', 'order', 'email']",6.608246043909965e-07
214,"['hello', 'number']",3.6490104890177366e-05
215,"['hello', 'number', 'email']",6.608246043909965e-07
216,"['hello', 'email']",3.01987074953192e-05
217,"['hello', 'email', 'address']",8.641552518959185e-07
218,"['hello', 'address']",3.1456986974290834e-05
219,"['hello', 'thanks']",5.28477381168086e-05
220,"['hello', 'thanks', 'clare']",9.14987913772149e-07
221,"['hello', 'help']",2.8940428016347568e-05
222,"['hello', 'store']",1.7615912705602868e-05
223,"['hello', 'dm']",6.165569446961004e-05
224,"['hello', 'dm', 'clare']",6.09991942514766e-07
225,"['hello', 'dm', 'us']",1.219983885029532e-06
226,"['hello', 'dm', 'number']",8.641552518959185e-07
227,"['hello', 'dm', 'email']",6.608246043909965e-07
228,"['hello', 'dm', 'address']",9.14987913772149e-07
229,"['hello', 'dm', 'thanks']",7.624899281434575e-07
230,"['hello', 'dm', 'look']",8.13322590019688e-07
231,"['hello', 'dm', 'full']",6.09991942514766e-07
232,"['hello', 'dm', 'name']",6.09991942514766e-07
233,"['hello', 'look']",3.39735459322341e-05
234,"['hello', 'full']",2.3907310100461033e-05
235,"['hello', 'full', 'address']",6.608246043909965e-07
